run_id,augmentation,backbone_lr,batch_size,class_balance,dropout,effective_batch_size,grad_accum_steps,gradient_clip,head_lr,label_smoothing,layer_decay,max_epochs,min_epochs,mixup_alpha,model_kind,patience,run_role,seed,task,top_n_blocks,train_size,unfreeze_strategy,view,warmup_fraction,weight_decay,workers,train_rows,validation_rows,best_epoch,epochs_completed,stopped_early,accuracy,balanced_accuracy,brier_score,ece,log_loss,macro_f1,weighted_f1,parameters_total,parameters_trainable,runtime_seconds,checkpoint_sha256,request_sha256,git_revision_at_start,implementation_hash_count,summary_sha256,test_rows_read
capacity/dinov2_base_context25_full_ld075_seed42,mild,5e-06,8,unweighted,0.1,64,8,1.0,0.001,0.0,0.75,20,3,0.0,dinov2_base,4,adaptation_screen,42,label_4,,all,full_backbone,person_context_25,0.1,0.0001,4,9958,3327,7,11,True,0.92936579501052,0.9257064621265817,0.12081881653840132,0.05008492420918619,0.3225778699596478,0.9245374926792546,0.9298553953552241,86583556,86583556,1498.7515099999728,44e3c69056eea941fc7437302850db4775cb6e7c3d7025056d810a78b2f8ac4d,8ab00b622298c7f83d175722408eaf7dcce7e6c3cc85fea5f0ebfd3fa8a7ba5e,4407c897e35245bdebaa6ab52a4f22e22dfb84bb,12,11e8738b801344afee92c88943a57ced6de95d2f741699442e6c6399d3d0765d,0
capacity/dinov2_base_context25_top4_seed42,mild,5e-06,16,unweighted,0.1,64,4,1.0,0.001,0.0,,20,3,0.0,dinov2_base,4,adaptation_screen,42,label_4,4.0,all,top_blocks,person_context_25,0.1,0.0001,4,9958,3327,7,11,True,0.9296663660955816,0.9231890277980399,0.12124790766298225,0.05026354174242245,0.3181086338088078,0.9240281821877031,0.9298331250518941,86583556,28386820,1186.025136500015,bd238cf9e4d0523d054e6c8b9978b249a59c8f07943b396264d31d48948dc27f,c69ecdd4aaef6d7ed5059d0d6121f71096f8fd14765972eb6a58bc0ba3da8061,4407c897e35245bdebaa6ab52a4f22e22dfb84bb,12,e7934735d23799863e8b63422ed893164259e097caf13d3bc4f16005202db3ec,0
adaptation/dinov2_small_context25_full_ld075_seed42,mild,5e-06,32,unweighted,0.1,64,2,1.0,0.001,0.0,0.75,20,3,0.0,dinov2_small,4,adaptation_screen,42,label_4,,all,full_backbone,person_context_25,0.1,0.0001,4,9958,3327,12,16,True,0.9230538022242261,0.9179946094255098,0.1312271472083472,0.04912987883649705,0.32479720251249306,0.9183684421397926,0.923276668074186,22058116,22058116,1072.8847599999863,850b065f02f036dd0e2090060eb89eb091d09867235d9c74fcd70aac5d988f2c,054d02758971779a8cb3c00858e55d6b3752284c5705abbcac310418cdf13be7,5c2b564113da927c75e9e972b2c30f1d1ba5d435,12,61494f008ecba4b00fea22dcb04c98428e3ec0901eabb80b23e714f376c13c00,0
adaptation/dinov2_small_context25_top4_seed42,mild,5e-06,32,unweighted,0.1,64,2,1.0,0.001,0.0,,30,3,0.0,dinov2_small,4,adaptation_screen,42,label_4,4.0,all,top_blocks,person_context_25,0.1,0.0001,4,9958,3327,16,20,True,0.9215509467989179,0.916813414462532,0.13950112229008996,0.059232976782796654,0.4451491834733461,0.9168353139328662,0.9219786319659864,22058116,7115524,1184.1515550000477,625364d2aa159a06e76b0e442ec8b1fd911b57f54eefb6e2885e9e3186263a4c,d5ba60cfe1eec6d07560c25d14601350c9a4a073b6dfe829f508e27b6daadc0c,dc614c4eb922e69dab88e85b0644b1c1b75434f2,10,abb2d492c229f9f31a875c120d8a08991ab714c7deb4149bd75f1bda4a1c34a3,0
adaptation/convnext_small_full_backbone_ld070_seed42,mild,3e-05,16,unweighted,0.1,64,4,1.0,0.001,0.0,0.7,20,3,0.0,convnext_small,4,adaptation_screen,42,label_4,,all,full_backbone,full_frame,0.1,0.0001,4,9958,3327,17,20,False,0.8975052599939886,0.8920765394658493,0.16781042400527013,0.061133680310386976,0.39519532604390484,0.8919846094287402,0.8974919192292613,49457764,49457764,1798.826004499977,68298b3861850a8b4b538bd3849fc0ba5de01e4431e1853067fd9132f93181ed,515f2b6359ef74425c7adf8b0b0d2f9ce8e5878aa2987f9167c3325623838fbe,5c2b564113da927c75e9e972b2c30f1d1ba5d435,12,d35ca1fc2e6d804ba5891221921883214a755d567e4542a4c1a54ceb359943e8,0
adaptation/dinov2_small_context25_probe_seed42,mild,1e-05,64,unweighted,0.1,64,1,1.0,0.001,0.0,,30,3,0.0,dinov2_small,4,adaptation_screen,42,label_4,,all,probe_only,person_context_25,0.1,0.0001,4,9958,3327,8,12,True,0.8824767057409078,0.8735571805853392,0.16955598391076177,0.02127198389326381,0.30077445594350455,0.8736793044945179,0.8824671649046468,22058116,1540,1134.9675461000297,e7eb46873cf2341ed599bbd01886d54c723febecdf0c9ec5a7c987d5f243ee7e,88911e47114f26f4197770add334bbdb20be5d6921b7c608464f5aac195bdd8b,b8ff9d3af2dd1b145ecf888d949543a373de5cc7,0,5ffd9a2548913b2b5a247465a3630d000bcfcdc071579dbd96c15025696b041f,0
adaptation/convnext_small_full_last_stage_seed42,mild,3e-05,16,unweighted,0.1,64,4,1.0,0.001,0.0,,30,3,0.0,convnext_small,4,adaptation_screen,42,label_4,,all,last_stage,full_frame,0.1,0.0001,4,9958,3327,24,28,True,0.8713555755936279,0.8646722754634382,0.19588576006308192,0.056894910119635295,0.39533754899552115,0.8642922354629985,0.871189815516484,49457764,15475204,1621.9765943000093,886ad3b55f2042f33a2175ac85afe7ad057f0a8c13d131da9cd8546d4711ec63,3f7fdbb6c3a663fedb8db259e3f69f2e69e7f88eaad682990149f36b3c948570,5c2b564113da927c75e9e972b2c30f1d1ba5d435,12,e29bad8a75b1c9b0acb5568cd210a3742a9bf7899d4b9468eceaeb4808738153,0
adaptation/convnext_small_full_head_seed42,mild,3e-05,64,unweighted,0.1,64,1,1.0,0.001,0.0,,30,3,0.0,convnext_small,4,adaptation_screen,42,label_4,,all,head_only,full_frame,0.1,0.0001,4,9958,3327,12,16,True,0.8151487826871056,0.8064137691696709,0.2621988105782796,0.020336294366830127,0.4764636818648166,0.8059331238847133,0.813779224724696,49457764,4612,980.2492713999818,bc15c819128598a1e3fbd467f007a7ae54d4bcfcc989dd2ee366e726d0dcbd79,635c5b76bd31013d0790df4c7033f1d0cddb6cc9692e876448004fe69cf6b361,5c2b564113da927c75e9e972b2c30f1d1ba5d435,12,7ccecb9b04c317d73c1237a6afe551de2d9fccaed6ed46e78e7d7e6ff5ec8316,0
engineering_smoke/dinov2_small_context25_v3,mild,1e-05,32,unweighted,0.1,32,1,1.0,0.0005,0.0,,1,1,0.0,dinov2_small,1,engineering_smoke,42,label_4,,242,probe_only,person_context_25,0.1,0.01,4,242,3327,1,1,False,0.4247069431920649,0.41826243289620024,0.7280411668165858,0.1713471868068992,1.3654236047576493,0.4149418871634109,0.4272177044013535,22058116,1540,34.726748700020835,75fbd412df37d04f57bcd33e7b05582d4eb99697dcc62d851a21f8a04feca6f6,a8e0fff8e930ba8e7687f0b800d228a88d70a6050284dc7d4c4762c0400452bd,b1b2e5f241f22ee599d3e300ea4eef5cd7fd9821,0,f04893605636e09c8b4f87546bb945fad257202a1810bae13388d5a32c8700d6,0
regularization/dinov2_small_context25_full_dropout02_seed42,mild,5e-06,32,unweighted,0.2,64,2,1.0,0.001,0.0,0.75,20,3,0.0,dinov2_small,4,regularization_screen,42,label_4,,all,full_backbone,person_context_25,0.1,0.0001,4,9958,3327,15,19,True,0.9239555154794109,0.9191832299709243,0.1337519632255144,0.052662337327227055,0.3586751780354661,0.9191272727815051,0.924245728363383,22058116,22058116,1023.4683453000034,ab6323b1608d81a396b44c2a7cf16f05452b36af6153acca52cf96609c623522,697bbb8673be11f254ca0f5c3574abd2df314c86304bc1bb8131a80348cce8b3,68e66dc45db0c8b52ef6d11c0ac93ddcc85ed933,12,b096b54278f75e2af7bd1d19ad9d2b42e99233fc3ac059a5f45c64019db4e869,0
